status,expected_file,note
missing,/mnt/c/Users/agd01/Documents/1ДипломМага/Проги/shelfvision/reports/article_eval/article2_model_robustness.csv,"Опциональный файл не найден. Создай его, если хочешь закрыть все таблицы статей без ручной склейки."
