status,model,AP50-95,AP50,AP75,AP_small,AP_medium,AP_large,ms_per_image,source_file,paradigm
ok,YOLOv8s,0.538352500447399,0.8880620399721342,0.5969251534219895,0.0946479527073586,0.3152868074448814,0.5922377886053651,37.8840490250002,/mnt/d/1Diplom/reports/dir1_compare/metrics.csv,one-stage
ok,RT-DETR-L,0.5387913108653729,0.8908802360956484,0.5884495905238287,0.0600023160210758,0.3205788838825137,0.5936355869355144,52.28223611500084,/mnt/d/1Diplom/reports/dir1_compare/metrics.csv,transformer-based
ok,Faster R-CNN (D2),0.4730745876711406,0.8575565916453346,0.4761463382855419,0.0221122112211221,0.2814468407647034,0.519215584588327,88.43933050000032,/mnt/d/1Diplom/reports/dir1_compare/metrics.csv,two-stage
ok,WBF(YOLO+RTDETR),0.5189054606364742,0.8753496490903852,0.5542194293425586,0.0891401302292391,0.2918210671604525,0.582838211533544,,/mnt/d/1Diplom/reports/dir1_compare/metrics.csv,ensemble
